iter	Passed	Remaining
1674	12308	61175
1675	12317	61175
1676	12324	61168
1677	12332	61163
1678	12341	61161
1679	12347	61151
1680	12356	61152
1681	12363	61141
1682	12371	61139
1683	12379	61131
1684	12386	61123
1685	12394	61118
1686	12402	61113
1687	12410	61112
1688	12415	61090
1689	12421	61077
1690	12428	61067
1691	12434	61053
1692	12440	61040
1693	12446	61027
1694	12453	61020
1695	12460	61010
1696	12467	60999
1697	12474	60991
1698	12482	60985
1699	12489	60979
1700	12496	60971
1701	12504	60964
1702	12511	60956
1703	12518	60947
1704	12525	60937
1705	12532	60928
1706	12539	60920
1707	12546	60910
1708	12553	60903
1709	12562	60901
1710	12570	60896
1711	12579	60897
1712	12587	60894
1713	12595	60888
1714	12603	60885
1715	12611	60881
1716	12619	60879
1717	12627	60872
1718	12634	60864
1719	12642	60859
1720	12650	60854
1721	12658	60850
1722	12665	60843
1723	12674	60841
1724	12681	60834
1725	12690	60833
1726	12699	60835
1727	12706	60826
1728	12711	60806
1729	12717	60792
1730	12723	60781
1731	12731	60776
1732	12739	60769
1733	12745	60758
1734	12752	60747
1735	12758	60736
1736	12765	60728
1737	12772	60719
1738	12779	60709
1739	12786	60698
1740	12792	60686
1741	12799	60676
1742	12806	60667
1743	12812	60655
1744	12819	60645
1745	12826	60637
1746	12833	60625
1747	12840	60615
1748	12846	60604
1749	12853	60596
1750	12860	60588
1751	12867	60577
1752	12874	60568
1753	12881	60557
1754	12888	60548
1755	12894	60538
1756	12901	60525
1757	12907	60514
1758	12914	60503
1759	12920	60491
1760	12926	60479
1761	12933	60470
1762	12941	60465
1763	12948	60457
1764	12955	60445
1765	12962	60438
1766	12969	60429
1767	12977	60423
1768	12984	60417
1769	12992	60413
1770	13000	60406
1771	13009	60406
1772	13018	60406
1773	13030	60421
1774	13042	60436
1775	13054	60448
1776	13064	60455
1777	13079	60484
1778	13092	60500
1779	13101	60502
1780	13113	60517
1781	13124	60525
1782	13136	60540
1783	13149	60558
1784	13161	60571
1785	13169	60569
1786	13178	60569
1787	13188	60570
1788	13198	60578
1789	13209	60585
1790	13223	60608
1791	13231	60605
1792	13239	60600
1793	13248	60599
1794	13258	60603
1795	13267	60603
1796	13277	60610
1797	13286	60607
1798	13292	60597
1799	13302	60599
1800	13315	60617
1801	13329	60639
1802	13342	60659
1803	13351	60659
1804	13355	60634
1805	13362	60627
1806	13369	60619
1807	13372	60589
1808	13379	60581
1809	13387	60574
1810	13396	60576
1811	13404	60572
1812	13414	60575
1813	13423	60575
1814	13431	60573
1815	13439	60568
1816	13449	60572
1817	13458	60569
1818	13467	60569
1819	13477	60576
1820	13491	60595
1821	13498	60589
1822	13506	60582
1823	13514	60579
1824	13521	60568
1825	13527	60556
1826	13533	60541
1827	13540	60533
1828	13547	60524
1829	13554	60515
1830	13561	60504
1831	13568	60493
1832	13575	60486
1833	13583	60479
1834	13590	60471
1835	13597	60460
1836	13621	60528
1837	13629	60522
1838	13636	60516
1839	13644	60510
1840	13652	60504
1841	13660	60502
1842	13668	60497
1843	13678	60498
1844	13685	60491
1845	13693	60486
1846	13702	60483
1847	13709	60475
1848	13717	60470
1849	13724	60463
1850	13732	60455
1851	13740	60451
1852	13748	60446
1853	13756	60441
1854	13764	60438
1855	13772	60431
1856	13780	60428
1857	13788	60421
1858	13795	60412
1859	13802	60404
1860	13810	60399
1861	13817	60391
1862	13824	60382
1863	13833	60378
1864	13840	60371
1865	13847	60362
1866	13854	60353
1867	13861	60343
1868	13868	60335
1869	13875	60323
1870	13882	60314
1871	13889	60306
1872	13898	60306
1873	13909	60312
1874	13918	60315
1875	13927	60314
1876	13935	60308
1877	13942	60299
1878	13951	60296
1879	13957	60283
1880	13966	60284
1881	13977	60293
1882	13986	60289
1883	13997	60297
1884	14007	60301
1885	14016	60301
1886	14025	60302
1887	14033	60295
1888	14039	60283
1889	14046	60275
1890	14054	60268
1891	14061	60257
1892	14068	60250
1893	14077	60248
1894	14085	60245
1895	14095	60249
1896	14105	60253
1897	14114	60252
1898	14125	60260
1899	14134	60258
1900	14143	60258
1901	14152	60257
1902	14160	60251
1903	14168	60245
1904	14178	60247
1905	14183	60231
1906	14191	60225
1907	14200	60227
1908	14209	60226
1909	14217	60220
1910	14227	60221
1911	14236	60222
1912	14245	60222
1913	14255	60226
1914	14264	60222
1915	14273	60222
1916	14280	60214
1917	14288	60208
1918	14298	60212
1919	14307	60210
1920	14315	60205
1921	14325	60210
1922	14334	60206
1923	14343	60207
1924	14355	60218
1925	14367	60231
1926	14379	60243
1927	14389	60246
1928	14402	60261
1929	14413	60268
1930	14425	60279
1931	14435	60280
1932	14446	60288
1933	14456	60290
1934	14464	60285
1935	14471	60280
1936	14479	60273
1937	14489	60274
1938	14501	60285
1939	14512	60292
1940	14524	60304
1941	14534	60306
1942	14543	60305
1943	14553	60308
1944	14561	60304
1945	14570	60302
1946	14580	60308
1947	14592	60318
1948	14601	60316
1949	14610	60314
1950	14622	60324
1951	14636	60347
1952	14648	60358
1953	14657	60357
1954	14668	60364
1955	14678	60366
1956	14688	60367
1957	14699	60374
1958	14712	60391
1959	14724	60401
1960	14733	60399
1961	14742	60397
1962	14750	60394
1963	14760	60395
1964	14769	60394
1965	14777	60385
1966	14784	60378
1967	14791	60370
1968	14799	60362
1969	14806	60352
1970	14813	60343
1971	14820	60333
1972	14827	60326
1973	14835	60318
1974	14842	60308
1975	14848	60297
1976	14855	60285
1977	14863	60278
1978	14870	60270
1979	14877	60259
1980	14884	60251
1981	14891	60241
1982	14898	60231
1983	14905	60222
1984	14912	60212
1985	14918	60199
1986	14925	60190
1987	14932	60179
1988	14941	60177
1989	14948	60168
1990	14958	60171
1991	14965	60164
1992	14974	60159
1993	14981	60153
1994	14992	60159
1995	15008	60185
1996	15021	60199
1997	15033	60209
1998	15043	60213
1999	15054	60217
2000	15062	60212
2001	15071	60211
2002	15081	60211
2003	15090	60209
2004	15098	60205
2005	15105	60197
2006	15112	60188
2007	15119	60177
2008	15127	60169
2009	15133	60157
2010	15140	60146
2011	15146	60133
2012	15153	60124
2013	15160	60116
2014	15167	60107
2015	15174	60096
2016	15182	60089
2017	15189	60080
2018	15196	60069
2019	15202	60059
2020	15210	60049
2021	15216	60038
2022	15223	60029
2023	15230	60020
2024	15237	60011
2025	15244	60000
2026	15252	59995
2027	15260	59987
2028	15267	59978
2029	15274	59970
2030	15281	59959
2031	15288	59950
2032	15295	59939
2033	15303	59933
2034	15309	59922
2035	15311	59893
2036	15318	59883
2037	15326	59876
2038	15332	59865
2039	15340	59856
2040	15346	59844
2041	15352	59832
2042	15359	59822
2043	15367	59816
2044	15373	59804
2045	15380	59792
2046	15387	59782
2047	15394	59774
2048	15401	59766
2049	15408	59756
2050	15416	59749
2051	15423	59741
2052	15430	59729
2053	15436	59718
2054	15439	59693
2055	15447	59686
2056	15454	59677
2057	15462	59669
2058	15468	59659
2059	15475	59649
2060	15483	59643
2061	15490	59632
2062	15496	59621
2063	15503	59610
2064	15511	59606
2065	15520	59603
2066	15528	59597
2067	15536	59590
2068	15542	59579
2069	15551	59575
2070	15559	59570
2071	15566	59560
2072	15573	59552
2073	15580	59543
2074	15587	59532
2075	15593	59521
2076	15601	59512
2077	15607	59501
2078	15615	59493
2079	15622	59486
2080	15630	59478
2081	15637	59468
2082	15643	59457
2083	15650	59448
2084	15657	59439
2085	15665	59432
2086	15672	59423
2087	15680	59415
2088	15688	59412
2089	15698	59413
2090	15707	59412
2091	15718	59417
2092	15728	59419
2093	15735	59410
2094	15744	59410
2095	15754	59408
2096	15762	59404
2097	15770	59399
2098	15778	59392
2099	15786	59386
2100	15793	59376
2101	15800	59368
2102	15807	59358
2103	15813	59347
2104	15820	59337
2105	15827	59327
2106	15834	59318
2107	15841	59308
2108	15849	59302
2109	15856	59294
2110	15864	59286
2111	15872	59280
2112	15882	59284
2113	15891	59280
2114	15902	59287
2115	15916	59302
2116	15924	59295
2117	15935	59301
2118	15944	59299
2119	15952	59293
2120	15959	59286
2121	15967	59279
2122	15974	59271
2123	15981	59261
2124	15989	59255
2125	15996	59245
2126	16003	59237
2127	16011	59228
2128	16017	59218
2129	16024	59209
2130	16033	59205
2131	16040	59195
2132	16047	59188
2133	16054	59178
2134	16062	59172
2135	16070	59167
2136	16078	59158
2137	16086	59152
2138	16093	59146
2139	16100	59136
2140	16108	59130
2141	16116	59125
2142	16124	59119
2143	16131	59109
2144	16139	59101
2145	16146	59093
2146	16154	59087
2147	16161	59078
2148	16170	59074
2149	16177	59066
2150	16185	59060
2151	16193	59054
2152	16201	59047
2153	16209	59044
2154	16216	59035
2155	16224	59027
2156	16232	59020
2157	16239	59013
2158	16246	59003
2159	16253	58995
2160	16261	58989
2161	16269	58981
2162	16277	58975
2163	16282	58960
2164	16289	58950
2165	16297	58946
2166	16305	58937
2167	16312	58929
2168	16320	58922
2169	16327	58915
2170	16335	58907
2171	16343	58902
2172	16351	58897
2173	16359	58892
2174	16367	58885
2175	16375	58880
2176	16384	58875
2177	16391	58866
2178	16399	58860
2179	16406	58851
2180	16413	58842
2181	16416	58820
2182	16423	58809
2183	16430	58800
2184	16437	58791
2185	16446	58788
2186	16454	58781
2187	16462	58777
2188	16470	58770
2189	16477	58761
2190	16484	58754
2191	16491	58742
2192	16498	58733
2193	16505	58725
2194	16513	58719
2195	16522	58715
2196	16529	58707
2197	16536	58696
2198	16542	58686
2199	16550	58677
2200	16559	58678
2201	16567	58672
2202	16574	58663
2203	16582	58654
2204	16588	58644
2205	16595	58633
2206	16602	58625
2207	16609	58616
2208	16617	58608
2209	16623	58594
2210	16633	58596
2211	16642	58594
2212	16651	58593
2213	16659	58588
2214	16668	58584
2215	16675	58574
2216	16682	58565
2217	16690	58558
2218	16697	58550
2219	16707	58551
2220	16716	58547
2221	16726	58548
2222	16735	58546
2223	16743	58543
2224	16757	58555
2225	16766	58555
2226	16775	58550
2227	16783	58545
2228	16791	58541
2229	16800	58538
2230	16809	58535
2231	16818	58533
2232	16827	58529
2233	16835	58523
2234	16842	58516
2235	16853	58520
2236	16862	58519
2237	16870	58511
2238	16879	58509
2239	16889	58509
2240	16896	58502
2241	16904	58495
2242	16912	58488
2243	16915	58465
2244	16922	58456
2245	16926	58437
2246	16931	58421
2247	16939	58412
2248	16948	58410
2249	16959	58414
2250	16967	58409
2251	16978	58414
2252	16988	58413
2253	17001	58427
2254	17011	58426
2255	17017	58416
2256	17025	58409
2257	17032	58400
2258	17040	58394
2259	17049	58390
2260	17058	58387
2261	17065	58380
2262	17073	58372
2263	17083	58373
2264	17090	58365
2265	17098	58359
2266	17108	58358
2267	17121	58369
2268	17136	58388
2269	17150	58401
2270	17160	58404
2271	17171	58406
2272	17179	58402
2273	17190	58405
2274	17205	58422
2275	17230	58475
2276	17244	58489
2277	17254	58490
2278	17265	58493
2279	17274	58490
2280	17283	58487
2281	17292	58485
2282	17301	58480
2283	17309	58477
2284	17318	58474
2285	17329	58476
2286	17338	58473
2287	17347	58471
2288	17355	58464
2289	17363	58460
2290	17372	58455
2291	17382	58455
2292	17391	58453
2293	17400	58452
2294	17410	58451
2295	17417	58442
2296	17425	58437
2297	17434	58433
2298	17444	58434
2299	17451	58426
2300	17460	58420
2301	17468	58415
2302	17478	58414
2303	17488	58417
2304	17497	58413
2305	17509	58421
2306	17523	58435
2307	17531	58427
2308	17540	58423
2309	17550	58426
2310	17561	58428
2311	17571	58431
2312	17583	58438
2313	17596	58446
2314	17607	58449
2315	17615	58444
2316	17626	58449
2317	17637	58451
2318	17648	58456
2319	17664	58477
2320	17677	58484
2321	17688	58490
2322	17698	58489
2323	17709	58494
2324	17725	58513
2325	17738	58521
2326	17754	58543
2327	17764	58544
2328	17773	58539
2329	17782	58538
2330	17791	58534
2331	17800	58531
2332	17809	58529
2333	17819	58528
2334	17829	58527
2335	17838	58526
2336	17849	58529
2337	17861	58534
2338	17870	58532
2339	17887	58555
2340	17896	58552
2341	17906	58550
2342	17924	58576
2343	17935	58579
2344	17943	58576
2345	17951	58567
2346	17960	58563
2347	17968	58556
2348	17976	58551
2349	17988	58559
2350	17999	58561
2351	18006	58553
2352	18017	58556
2353	18029	58561
2354	18038	58558
2355	18052	58570
2356	18066	58583
2357	18076	58585
2358	18088	58590
2359	18101	58599
2360	18109	58592
2361	18119	58593
2362	18128	58588
2363	18138	58590
2364	18149	58592
2365	18157	58587
2366	18168	58589
2367	18177	58587
2368	18187	58584
2369	18196	58581
2370	18206	58581
2371	18216	58581
2372	18224	58576
2373	18233	58570
2374	18243	58571
2375	18254	58575
2376	18264	58573
2377	18273	58570
2378	18282	58567
2379	18292	58565
2380	18300	58560
2381	18309	58556
2382	18320	58558
2383	18329	58557
2384	18339	58554
2385	18348	58552
2386	18359	58556
2387	18372	58563
2388	18383	58567
2389	18410	58621
2390	18421	58622
2391	18432	58625
2392	18443	58629
2393	18452	58625
2394	18461	58621
2395	18469	58615
2396	18476	58605
2397	18484	58599
2398	18491	58589
2399	18500	58583
2400	18507	58574
2401	18516	58572
2402	18525	58566
2403	18533	58559
2404	18542	58556
2405	18550	58550
2406	18558	58542
2407	18568	58543
2408	18577	58539
2409	18585	58532
2410	18593	58525
2411	18601	58517
2412	18607	58505
2413	18615	58499
2414	18624	58496
2415	18632	58487
2416	18639	58477
2417	18646	58468
2418	18652	58456
2419	18659	58446
2420	18666	58436
2421	18673	58425
2422	18681	58417
2423	18687	58407
2424	18697	58405
2425	18704	58395
2426	18710	58383
2427	18718	58377
2428	18726	58369
2429	18733	58360
2430	18744	58360
2431	18751	58352
2432	18759	58343
2433	18770	58347
2434	18779	58342
2435	18789	58341
2436	18796	58331
2437	18803	58322
2438	18810	58314
2439	18819	58310
2440	18827	58302
2441	18835	58295
2442	18842	58287
2443	18849	58277
2444	18858	58271
2445	18865	58263
2446	18873	58256
2447	18880	58245
2448	18888	58237
2449	18895	58227
2450	18902	58220
2451	18909	58209
2452	18916	58199
2453	18923	58188
2454	18931	58181
2455	18939	58174
2456	18947	58169
2457	18954	58159
2458	18958	58139
2459	18966	58131
2460	18974	58124
2461	18977	58103
2462	18983	58091
2463	18990	58081
2464	18997	58071
2465	19004	58061
2466	19012	58053
2467	19019	58044
2468	19028	58042
2469	19036	58033
2470	19043	58024
2471	19050	58015
2472	19054	57996
2473	19061	57986
2474	19068	57976
2475	19074	57964
2476	19082	57955
2477	19089	57945
2478	19096	57936
2479	19103	57927
2480	19110	57918
2481	19118	57908
2482	19124	57898
2483	19131	57888
2484	19139	57879
2485	19145	57868
2486	19152	57857
2487	19159	57847
2488	19166	57838
2489	19173	57829
2490	19182	57824
2491	19189	57814
2492	19196	57804
2493	19203	57794
2494	19210	57784
2495	19217	57774
2496	19224	57767
2497	19232	57757
2498	19239	57749
2499	19246	57739
2500	19253	57729
2501	19260	57719
2502	19267	57711
2503	19274	57701
2504	19281	57690
2505	19288	57680
2506	19295	57671
2507	19305	57669
2508	19313	57662
2509	19317	57645
2510	19325	57637
2511	19332	57629
2512	19339	57618
2513	19346	57609
2514	19354	57600
2515	19361	57591
2516	19368	57581
2517	19378	57580
2518	19387	57576
2519	19394	57567
2520	19402	57559
2521	19409	57551
2522	19417	57545
2523	19426	57541
2524	19435	57535
2525	19442	57526
2526	19450	57521
2527	19457	57511
2528	19465	57505
2529	19473	57495
2530	19480	57485
2531	19486	57475
2532	19495	57471
2533	19505	57468
2534	19514	57464
2535	19522	57457
2536	19529	57450
2537	19539	57447
2538	19547	57442
2539	19556	57436
2540	19568	57441
2541	19581	57449
2542	19589	57444
2543	19596	57432
2544	19602	57421
2545	19610	57413
2546	19616	57402
2547	19623	57391
2548	19630	57381
2549	19637	57373
2550	19644	57363
2551	19649	57347
2552	19655	57335
2553	19662	57325
2554	19669	57314
2555	19676	57306
2556	19683	57295
2557	19690	57285
2558	19697	57275
2559	19704	57267
2560	19711	57256
2561	19718	57245
2562	19725	57236
2563	19731	57225
2564	19739	57217
2565	19746	57207
2566	19754	57200
2567	19761	57191
2568	19769	57185
2569	19776	57175
2570	19783	57165
2571	19790	57155
2572	19797	57145
2573	19804	57137
2574	19813	57130
2575	19819	57118
2576	19826	57108
2577	19832	57098
2578	19839	57088
2579	19847	57080
2580	19855	57074
2581	19864	57069
2582	19871	57061
2583	19878	57052
2584	19885	57042
2585	19894	57035
2586	19902	57029
2587	19909	57020
2588	19912	57000
2589	19920	56992
2590	19928	56986
2591	19939	56987
2592	19947	56981
2593	19954	56972
2594	19962	56964
2595	19968	56952
2596	19975	56943
2597	19983	56934
2598	19991	56929
2599	19998	56919
2600	20005	56909
2601	20013	56902
2602	20022	56898
2603	20029	56889
2604	20037	56881
2605	20044	56873
2606	20055	56872
2607	20062	56864
2608	20069	56855
2609	20072	56832
2610	20079	56823
2611	20086	56815
2612	20093	56805
2613	20101	56796
2614	20108	56787
2615	20114	56776
2616	20122	56768
2617	20130	56760
2618	20134	56745
2619	20142	56736
2620	20149	56726
2621	20156	56717
2622	20163	56708
2623	20170	56700
2624	20178	56690
2625	20186	56683
2626	20194	56679
2627	20204	56677
2628	20212	56670
2629	20220	56663
2630	20228	56655
2631	20236	56649
2632	20246	56647
2633	20253	56640
2634	20263	56638
2635	20271	56630
2636	20278	56621
2637	20285	56612
2638	20292	56602
2639	20301	56597
2640	20309	56592
2641	20313	56573
2642	20319	56562
2643	20327	56553
2644	20334	56543
2645	20341	56534
2646	20348	56526
2647	20356	56519
2648	20365	56514
2649	20377	56518
2650	20382	56504
2651	20396	56514
2652	20408	56516
2653	20416	56511
2654	20426	56509
2655	20436	56507
2656	20444	56500
2657	20454	56501
2658	20464	56498
2659	20482	56520
2660	20497	56532
2661	20511	56540
2662	20534	56575
2663	20542	56568
2664	20549	56559
2665	20558	56555
2666	20565	56545
2667	20572	56536
2668	20579	56525
2669	20586	56517
2670	20595	56512
2671	20603	56504
2672	20610	56495
2673	20618	56487
2674	20625	56478
2675	20632	56469
2676	20639	56460
2677	20646	56451
2678	20655	56445
2679	20662	56437
2680	20670	56430
2681	20678	56422
2682	20685	56414
2683	20693	56405
2684	20700	56395
2685	20708	56388
2686	20716	56382
2687	20724	56375
2688	20731	56366
2689	20739	56358
2690	20747	56352
2691	20764	56370
2692	20777	56376
2693	20786	56371
2694	20795	56368
2695	20803	56361
2696	20812	56355
2697	20820	56349
2698	20827	56341
2699	20834	56331
2700	20842	56323
2701	20850	56316
2702	20857	56307
2703	20867	56303
2704	20873	56292
2705	20880	56283
2706	20887	56274
2707	20894	56264
2708	20898	56244
2709	20905	56236
2710	20912	56226
2711	20919	56217
2712	20926	56207
2713	20932	56196
2714	20939	56185
2715	20945	56173
2716	20952	56164
2717	20960	56155
2718	20967	56146
2719	20973	56135
2720	20979	56123
2721	20986	56112
2722	20992	56101
2723	20999	56090
2724	21005	56078
2725	21012	56068
2726	21019	56059
2727	21025	56047
2728	21032	56038
2729	21039	56027
2730	21047	56021
2731	21055	56014
2732	21062	56004
2733	21069	55995
2734	21076	55986
2735	21083	55974
2736	21090	55965
2737	21097	55955
2738	21104	55947
2739	21110	55935
2740	21117	55925
2741	21124	55914
2742	21131	55905
2743	21140	55901
2744	21146	55891
2745	21154	55881
2746	21160	55869
2747	21166	55859
2748	21174	55852
2749	21181	55841
2750	21187	55830
2751	21194	55820
2752	21201	55810
2753	21208	55801
2754	21215	55791
2755	21222	55781
2756	21229	55773
2757	21236	55764
2758	21243	55754
2759	21250	55745
2760	21257	55734
2761	21264	55724
2762	21270	55713
2763	21277	55702
2764	21283	55692
2765	21290	55680
2766	21296	55670
2767	21303	55659
2768	21310	55650
2769	21316	55638
2770	21323	55627
2771	21330	55618
2772	21336	55607
2773	21343	55598
2774	21350	55588
2775	21357	55578
2776	21363	55567
2777	21370	55556
2778	21377	55548
2779	21384	55538
2780	21391	55527
2781	21397	55517
2782	21404	55507
2783	21411	55496
2784	21418	55486
2785	21423	55474
2786	21429	55462
2787	21435	55449
2788	21442	55440
2789	21451	55434
2790	21457	55424
2791	21463	55412
2792	21470	55401
2793	21478	55394
2794	21486	55388
2795	21494	55380
2796	21502	55373
2797	21506	55358
2798	21514	55349
2799	21521	55339
2800	21528	55330
2801	21534	55320
2802	21541	55311
2803	21548	55300
2804	21555	55291
2805	21562	55281
2806	21571	55276
2807	21578	55266
2808	21584	55255
2809	21591	55246
2810	21598	55237
2811	21606	55229
2812	21614	55222
2813	21621	55213
2814	21628	55204
2815	21635	55195
2816	21642	55185
2817	21650	55179
2818	21658	55171
2819	21665	55161
2820	21672	55153
2821	21679	55143
2822	21686	55134
2823	21693	55124
2824	21699	55111
2825	21706	55103
2826	21713	55093
2827	21720	55085
2828	21728	55076
2829	21735	55068
2830	21743	55061
2831	21751	55053
2832	21758	55044
2833	21766	55037
2834	21773	55028
2835	21780	55020
2836	21787	55011
2837	21796	55004
2838	21803	54996
2839	21811	54989
2840	21821	54986
2841	21828	54977
2842	21835	54969
2843	21843	54961
2844	21850	54952
2845	21857	54942
2846	21864	54935
2847	21871	54925
2848	21878	54915
2849	21884	54904
2850	21891	54895
2851	21900	54888
2852	21908	54883
2853	21915	54874
2854	21924	54868
2855	21932	54861
2856	21941	54856
2857	21949	54851
2858	21959	54849
2859	21966	54840
2860	21973	54829
2861	21981	54822
2862	21989	54816
2863	21997	54808
2864	22004	54799
2865	22012	54791
2866	22019	54783
2867	22029	54781
2868	22037	54774
2869	22044	54765
2870	22051	54757
2871	22058	54747
2872	22065	54736
2873	22071	54725
2874	22079	54717
2875	22086	54709
2876	22093	54700
2877	22098	54684
2878	22104	54674
2879	22111	54665
2880	22118	54655
2881	22125	54646
2882	22132	54636
2883	22138	54625
2884	22146	54616
2885	22152	54606
2886	22159	54596
2887	22166	54587
2888	22173	54577
2889	22180	54567
2890	22186	54557
2891	22193	54548
2892	22200	54537
2893	22206	54526
2894	22213	54517
2895	22221	54509
2896	22227	54499
2897	22235	54491
2898	22241	54480
2899	22248	54469
2900	22255	54460
2901	22262	54450
2902	22269	54441
2903	22276	54432
2904	22283	54423
2905	22290	54415
2906	22298	54407
2907	22305	54399
2908	22312	54389
2909	22320	54381
2910	22327	54373
2911	22336	54368
2912	22344	54362
2913	22352	54354
2914	22359	54346
2915	22367	54338
2916	22374	54330
2917	22382	54322
2918	22390	54314
2919	22396	54305
2920	22403	54294
2921	22410	54285
2922	22418	54277
2923	22426	54270
2924	22432	54259
2925	22439	54250
2926	22446	54242
2927	22453	54232
2928	22460	54223
2929	22467	54212
2930	22474	54204
2931	22481	54195
2932	22488	54185
2933	22495	54175
2934	22501	54165
2935	22508	54156
2936	22515	54145
2937	22522	54136
2938	22529	54127
2939	22536	54117
2940	22543	54108
2941	22550	54098
2942	22556	54088
2943	22563	54077
2944	22569	54068
2945	22576	54059
2946	22579	54040
2947	22586	54029
2948	22593	54020
2949	22599	54009
2950	22606	54000
2951	22613	53991
2952	22620	53980
2953	22627	53973
2954	22634	53962
2955	22641	53953
2956	22648	53944
2957	22655	53934
2958	22662	53926
2959	22669	53915
2960	22676	53906
2961	22682	53895
2962	22689	53886
2963	22696	53877
2964	22703	53868
2965	22710	53859
2966	22716	53848
2967	22723	53838
2968	22730	53828
2969	22737	53819
2970	22744	53809
2971	22750	53798
2972	22757	53789
2973	22763	53778
2974	22770	53768
2975	22777	53759
2976	22784	53750
2977	22790	53740
2978	22797	53730
2979	22805	53721
2980	22811	53712
2981	22818	53702
2982	22826	53694
2983	22832	53684
2984	22839	53675
2985	22846	53665
2986	22853	53656
2987	22860	53647
2988	22867	53638
2989	22873	53627
2990	22880	53618
2991	22887	53607
2992	22893	53597
2993	22900	53586
2994	22906	53576
2995	22913	53566
2996	22920	53556
2997	22926	53546
2998	22933	53537
2999	22940	53527
3000	22947	53517
3001	22954	53508
3002	22960	53498
3003	22967	53488
3004	22973	53477
3005	22978	53463
3006	22984	53453
3007	22991	53443
3008	22998	53433
3009	23004	53423
3010	23011	53413
3011	23017	53402
3012	23024	53391
3013	23030	53381
3014	23038	53373
3015	23045	53365
3016	23053	53357
3017	23061	53351
3018	23068	53341
3019	23075	53333
3020	23084	53327
3021	23091	53320
3022	23099	53314
3023	23107	53306
3024	23116	53302
3025	23123	53293
3026	23131	53284
3027	23138	53275
3028	23146	53268
3029	23153	53259
3030	23159	53250
3031	23166	53241
3032	23174	53233
3033	23182	53225
3034	23189	53216
3035	23197	53210
3036	23206	53205
3037	23213	53197
3038	23221	53190
3039	23229	53184
3040	23238	53178
3041	23245	53169
3042	23252	53161
3043	23260	53153
3044	23266	53142
3045	23273	53132
3046	23279	53122
3047	23287	53114
3048	23294	53107
3049	23302	53099
3050	23310	53091
3051	23317	53084
3052	23325	53075
3053	23332	53068
3054	23340	53061
3055	23347	53051
3056	23354	53042
3057	23361	53034
3058	23369	53025
3059	23376	53016
3060	23383	53007
3061	23390	52998
3062	23397	52989
3063	23404	52981
3064	23412	52973
3065	23419	52963
3066	23426	52955
3067	23432	52945
3068	23438	52933
3069	23445	52924
3070	23451	52913
3071	23459	52906
3072	23466	52896
3073	23473	52886
3074	23480	52878
3075	23487	52868
3076	23493	52858
3077	23500	52848
3078	23506	52838
3079	23513	52828
3080	23519	52818
3081	23526	52809
3082	23533	52799
3083	23540	52791
3084	23548	52783
3085	23555	52774
3086	23561	52764
3087	23567	52753
3088	23574	52742
3089	23581	52732
3090	23587	52722
3091	23594	52713
3092	23600	52703
3093	23607	52693
3094	23614	52684
3095	23621	52674
3096	23627	52665
3097	23635	52656
3098	23641	52646
3099	23649	52638
3100	23656	52629
3101	23664	52622
3102	23670	52612
3103	23677	52603
3104	23684	52593
3105	23690	52583
3106	23697	52573
3107	23704	52564
3108	23711	52554
3109	23718	52546
3110	23725	52538
3111	23732	52527
3112	23738	52517
3113	23745	52508
3114	23752	52498
3115	23758	52489
3116	23765	52480
3117	23773	52471
3118	23780	52462
3119	23786	52452
3120	23794	52444
3121	23800	52435
3122	23807	52426
3123	23814	52417
3124	23824	52413
3125	23830	52403
3126	23837	52393
3127	23843	52382
3128	23850	52373
3129	23856	52362
3130	23862	52352
3131	23869	52341
3132	23875	52331
3133	23882	52321
3134	23889	52312
3135	23895	52302
3136	23903	52294
3137	23909	52284
3138	23913	52268
3139	23920	52258
3140	23927	52249
3141	23933	52240
3142	23939	52229
3143	23946	52220
3144	23953	52210
3145	23960	52200
3146	23967	52192
3147	23974	52183
3148	23981	52174
3149	23988	52165
3150	23994	52155
3151	24001	52145
3152	24008	52135
3153	24015	52127
3154	24021	52116
3155	24027	52105
3156	24034	52096
3157	24041	52086
3158	24048	52078
3159	24056	52070
3160	24062	52060
3161	24069	52051
3162	24072	52035
3163	24079	52026
3164	24087	52017
3165	24094	52009
3166	24100	51999
3167	24108	51990
3168	24115	51982
3169	24122	51973
3170	24129	51964
3171	24137	51956
3172	24143	51947
3173	24150	51938
3174	24157	51928
3175	24164	51920
3176	24171	51911
3177	24179	51905
3178	24187	51897
3179	24194	51888
3180	24200	51878
3181	24207	51868
3182	24214	51860
3183	24221	51851
3184	24228	51842
3185	24236	51834
3186	24243	51826
3187	24250	51817
3188	24258	51810
3189	24266	51803
3190	24274	51798
3191	24282	51789
3192	24289	51781
3193	24298	51776
3194	24305	51768
3195	24312	51758
3196	24320	51751
3197	24328	51745
3198	24335	51736
3199	24343	51729
3200	24350	51720
3201	24356	51710
3202	24363	51700
3203	24369	51690
3204	24377	51682
3205	24384	51673
3206	24390	51664
3207	24393	51645
3208	24398	51633
3209	24404	51622
3210	24411	51612
3211	24417	51603
3212	24424	51593
3213	24430	51583
3214	24437	51573
3215	24440	51556
3216	24446	51545
3217	24453	51535
3218	24460	51527
3219	24466	51517
3220	24473	51508
3221	24480	51498
3222	24487	51489
3223	24494	51480
3224	24500	51470
3225	24508	51462
3226	24515	51453
3227	24521	51443
