iter	RMSE
512	77581.59531
513	77577.15418
514	77573.23232
515	77569.01616
516	77565.04505
517	77560.80095
518	77556.84224
519	77552.37161
520	77548.36459
521	77544.18594
522	77539.87758
523	77535.53291
524	77531.49404
525	77527.39003
526	77523.54804
527	77519.3875
528	77515.46706
529	77511.0805
530	77506.70006
531	77502.74618
532	77498.08526
533	77494.21478
534	77489.981
535	77485.91493
536	77481.50587
537	77477.45037
538	77472.99324
539	77468.71586
540	77464.59122
541	77460.2226
542	77456.26628
543	77452.31156
544	77448.06478
545	77444.1717
546	77440.00237
547	77435.57676
548	77431.47925
549	77427.15948
550	77423.32877
551	77418.87776
552	77414.5633
553	77410.21579
554	77406.39813
555	77402.37351
556	77397.97423
557	77393.61279
558	77389.47218
559	77385.63577
560	77381.46773
561	77377.51678
562	77373.44704
563	77369.34937
564	77365.13857
565	77360.80382
566	77356.8446
567	77352.65704
568	77348.84545
569	77344.23432
570	77340.24975
571	77336.03767
572	77331.8463
573	77327.40978
574	77323.7815
575	77319.70711
576	77316.01402
577	77311.88742
578	77307.60975
579	77303.60303
580	77299.5394
581	77295.21318
582	77290.97489
583	77286.68001
584	77282.34088
585	77278.45002
586	77274.35049
587	77270.31551
588	77266.34609
589	77261.82199
590	77257.41293
591	77253.46339
592	77249.299
593	77245.06682
594	77240.63591
595	77236.14787
596	77231.64969
597	77227.44959
598	77223.32279
599	77219.72609
600	77215.65861
601	77211.47892
602	77206.8102
603	77202.65074
604	77198.45396
605	77194.11423
606	77189.97914
607	77185.41973
608	77181.04228
609	77176.65891
610	77172.26028
611	77168.13046
612	77164.21433
613	77160.24386
614	77156.48977
615	77152.29251
616	77148.34217
617	77144.32621
618	77140.42881
619	77135.97982
620	77131.86824
621	77127.84005
622	77123.35915
623	77119.44213
624	77115.26308
625	77110.77408
626	77107.09442
627	77102.81821
628	77098.81229
629	77094.55755
630	77089.95627
631	77085.87882
632	77081.72984
633	77077.5297
634	77073.83209
635	77069.48811
636	77065.40921
637	77061.56509
638	77057.45357
639	77053.34977
640	77049.45469
641	77045.03705
642	77040.6819
643	77036.33737
644	77032.09544
645	77027.80898
646	77023.72072
647	77019.78068
648	77015.38953
649	77011.10551
650	77006.59081
651	77002.25493
652	76997.93136
653	76993.87745
654	76989.43399
655	76985.08407
656	76981.19878
657	76977.38967
658	76973.40785
659	76969.05811
660	76965.15661
661	76960.88614
662	76956.5168
663	76952.18707
664	76948.47414
665	76944.26972
666	76939.88443
667	76936.19641
668	76931.80668
669	76927.80894
670	76923.40359
671	76919.09381
672	76914.80988
673	76910.61492
674	76906.70677
675	76902.23049
676	76897.98724
677	76893.88468
678	76889.48307
679	76885.3096
680	76881.23279
681	76877.15967
682	76873.19175
683	76869.55082
684	76865.67684
685	76861.43349
686	76857.30961
687	76852.96367
688	76848.77886
689	76844.63336
690	76840.73812
691	76836.47766
692	76832.13756
693	76827.77739
694	76823.50987
695	76819.20324
696	76814.79202
697	76810.70978
698	76806.81044
699	76802.84712
700	76798.63729
701	76794.80206
702	76790.53262
703	76786.31209
704	76781.68562
705	76777.73778
706	76773.32264
707	76769.64957
708	76765.32997
709	76761.23426
710	76756.88985
711	76752.62043
712	76748.64112
713	76744.68783
714	76740.35771
715	76736.46656
716	76732.03243
717	76728.0102
718	76723.94732
719	76720.28182
720	76716.40253
721	76712.28649
722	76708.38002
723	76704.05693
724	76699.7813
725	76695.79885
726	76691.82476
727	76687.514
728	76683.37191
729	76678.89282
730	76674.70175
731	76670.71407
732	76666.47259
733	76662.07464
734	76657.6728
735	76653.39259
736	76649.79375
737	76645.57171
738	76641.03754
739	76637.01262
740	76633.10906
741	76629.24563
742	76624.90124
743	76621.02017
744	76616.81841
745	76612.75801
746	76608.52902
747	76604.4957
748	76600.92337
749	76596.66888
750	76592.64417
751	76588.32311
752	76584.23029
753	76580.45165
754	76576.38322
755	76571.94253
756	76567.88783
757	76564.07223
758	76559.91634
759	76555.77228
760	76551.88083
761	76547.93905
762	76543.8816
763	76539.8275
764	76535.67405
765	76531.71369
766	76527.59277
767	76523.57323
768	76519.31781
769	76515.23295
770	76510.93683
771	76506.59128
772	76502.63024
773	76498.61791
774	76494.58911
775	76490.86413
776	76486.74341
777	76482.28401
778	76478.29736
779	76474.21304
780	76469.955
781	76465.92698
782	76461.57758
783	76457.27711
784	76452.7644
785	76448.63917
786	76444.42935
787	76440.52342
788	76436.70866
789	76432.81528
790	76428.87671
791	76424.5054
792	76420.47864
793	76416.65805
794	76413.04873
795	76409.00172
796	76405.171
797	76401.08589
798	76397.04612
799	76393.10421
800	76389.67145
801	76385.56069
802	76381.2277
803	76377.23329
804	76372.90676
805	76368.56552
806	76364.31583
807	76360.06488
808	76356.02718
809	76351.78934
810	76348.10759
811	76343.92611
812	76339.48509
813	76335.10782
814	76330.78217
815	76326.67453
816	76322.56161
817	76318.29109
818	76314.0155
819	76310.06233
820	76305.97266
821	76302.16404
822	76297.97159
823	76294.10779
824	76289.82409
825	76285.90312
826	76281.24747
827	76277.20254
828	76273.71038
829	76269.54448
830	76265.58675
831	76262.02478
832	76257.73078
833	76253.49033
834	76249.32151
835	76245.15961
836	76241.15902
837	76237.01832
838	76232.89299
839	76228.67539
840	76224.74081
841	76220.44115
842	76216.17164
843	76212.24349
844	76208.42291
845	76204.25837
846	76200.16223
847	76196.20447
848	76192.21833
849	76188.02876
850	76183.70838
851	76179.55164
852	76175.63976
853	76171.67548
854	76167.6578
855	76163.26737
856	76159.15748
857	76155.13648
858	76151.25125
859	76147.32445
860	76143.19207
861	76139.36918
862	76135.28863
863	76131.27763
864	76127.09897
865	76123.40273
866	76119.47649
867	76115.516
868	76111.18017
869	76106.92874
870	76102.71888
871	76098.67534
872	76094.99156
873	76091.11327
874	76086.89813
875	76083.1877
876	76078.98342
877	76074.35336
878	76070.38126
879	76066.53533
880	76062.2144
881	76058.27215
882	76054.25618
883	76050.00842
884	76046.32868
885	76041.88096
886	76037.51504
887	76033.16535
888	76029.10186
889	76025.18439
890	76020.86621
891	76016.77763
892	76012.5624
893	76008.41477
894	76004.6347
895	76000.62708
896	75996.41488
897	75992.24895
898	75988.40829
899	75984.45071
900	75980.54472
901	75976.43144
902	75972.32618
903	75968.07369
904	75963.8699
905	75959.65189
906	75955.58108
907	75951.42821
908	75947.25885
909	75943.05145
910	75939.3485
911	75935.21128
912	75930.90295
913	75926.78569
914	75922.71562
915	75918.50995
916	75914.34933
917	75909.94248
918	75906.02695
919	75901.6596
920	75898.10823
921	75894.03394
922	75889.76308
923	75885.65263
924	75881.31658
925	75877.32844
926	75873.23457
927	75869.18922
928	75865.15259
929	75861.30352
930	75857.03579
931	75852.83331
932	75848.90061
933	75844.76994
934	75840.93018
935	75836.94469
936	75832.58353
937	75828.48623
938	75824.31372
939	75820.44325
940	75816.18429
941	75811.90852
942	75808.08398
943	75804.06444
944	75800.06284
945	75795.83037
946	75791.67906
947	75787.32884
948	75783.15005
949	75778.96314
950	75775.30156
951	75771.20848
952	75766.90096
953	75762.87537
954	75759.25008
955	75755.30325
956	75751.30061
957	75747.12994
958	75743.61575
959	75739.75692
960	75735.66381
961	75731.77906
962	75727.93948
963	75723.72393
964	75719.44409
965	75715.81584
966	75711.80211
967	75707.95207
968	75703.99128
969	75699.79681
970	75695.96895
971	75691.70876
972	75687.68054
973	75683.70034
974	75679.32876
975	75675.08426
976	75671.42001
977	75667.55015
978	75663.32479
979	75659.23647
980	75655.3115
981	75651.13599
982	75647.36887
983	75643.17139
984	75639.38874
985	75635.21973
986	75630.96091
987	75626.73503
988	75622.4997
989	75618.46495
990	75614.36213
991	75610.19561
992	75606.17723
993	75602.30904
994	75598.32715
995	75594.26092
996	75590.37858
997	75586.54919
998	75582.61348
999	75578.65639
1000	75574.27301
1001	75570.227
1002	75565.89463
1003	75562.08115
1004	75558.22453
1005	75554.19878
1006	75550.3545
1007	75546.53993
1008	75542.50565
1009	75538.28281
1010	75534.30586
1011	75530.09549
1012	75525.89875
1013	75521.81757
1014	75517.57665
1015	75513.50434
1016	75509.10608
1017	75504.80974
1018	75500.55276
1019	75496.77468
1020	75492.9196
1021	75488.834
1022	75485.16642
1023	75481.44397
1024	75477.83356
1025	75473.76852
1026	75469.38633
1027	75465.34673
1028	75461.29533
1029	75457.21282
1030	75453.53084
1031	75449.19368
1032	75445.08866
1033	75441.51724
1034	75437.52444
1035	75433.56228
1036	75429.38642
1037	75425.01955
1038	75421.32126
1039	75417.37206
1040	75413.14941
1041	75408.96486
1042	75404.8664
1043	75400.64499
1044	75396.57917
1045	75392.09857
1046	75388.37353
1047	75384.16246
1048	75380.08626
1049	75376.16885
1050	75371.9795
1051	75367.82135
1052	75363.89664
1053	75359.60188
1054	75355.54732
1055	75351.79289
1056	75347.85189
1057	75343.53397
1058	75339.90263
1059	75335.84027
1060	75331.98901
1061	75328.33109
1062	75324.29703
1063	75320.07354
1064	75316.61407
1065	75312.43965
1066	75308.58942
1067	75304.80501
1068	75301.00958
1069	75296.93139
1070	75292.56415
1071	75288.48583
1072	75284.56716
1073	75280.66784
1074	75276.56611
1075	75272.3156
1076	75268.23971
1077	75264.28657
1078	75259.94879
1079	75255.78211
1080	75251.69728
1081	75247.69872
1082	75243.6646
1083	75239.72297
1084	75235.46243
1085	75231.38721
1086	75227.06365
1087	75223.03868
1088	75218.77305
1089	75214.8937
1090	75211.24999
1091	75207.54436
1092	75203.56623
1093	75199.80692
1094	75195.64539
1095	75191.6706
1096	75187.63854
1097	75183.64853
1098	75179.44054
1099	75175.47833
1100	75171.43267
1101	75167.63172
1102	75163.60018
1103	75159.69526
1104	75155.5537
1105	75151.47023
1106	75147.35471
1107	75143.20143
1108	75139.07739
1109	75135.00175
1110	75130.88412
1111	75127.04243
1112	75123.10713
1113	75119.02175
1114	75114.89368
1115	75111.00893
1116	75107.02019
1117	75102.79468
1118	75098.8799
1119	75094.78301
1120	75090.84248
1121	75086.64887
1122	75083.02465
1123	75078.85782
1124	75074.94273
1125	75070.83443
1126	75066.97629
1127	75063.11784
1128	75059.33486
1129	75055.79865
1130	75052.09924
1131	75048.26888
1132	75044.35728
1133	75040.24015
1134	75035.80134
1135	75032.04818
1136	75027.85231
1137	75023.78392
1138	75020.08353
1139	75015.90309
1140	75012.19452
1141	75008.54402
1142	75005.15687
1143	75001.152
1144	74997.50497
1145	74993.43094
1146	74989.54764
1147	74985.72916
1148	74981.84946
1149	74977.62641
1150	74973.96181
1151	74970.07386
1152	74965.93027
1153	74961.77883
1154	74958.35943
1155	74954.51392
1156	74950.67319
1157	74947.07336
1158	74943.01557
1159	74938.88721
1160	74934.89961
1161	74930.97627
1162	74927.00449
1163	74922.88626
1164	74918.70439
1165	74915.00728
1166	74910.98849
1167	74906.92567
1168	74903.20988
1169	74899.29946
1170	74895.26887
1171	74891.1817
1172	74887.83637
1173	74883.61186
1174	74879.7497
1175	74875.97682
1176	74872.23653
1177	74868.04908
1178	74864.23776
1179	74860.1917
1180	74856.21699
1181	74852.63969
1182	74848.7576
1183	74844.80874
1184	74841.06837
1185	74836.935
1186	74832.83225
1187	74828.68666
1188	74824.92085
1189	74821.00143
1190	74817.14686
1191	74813.2453
1192	74809.51548
1193	74805.57921
1194	74801.39676
1195	74797.22361
1196	74793.59118
1197	74789.51451
1198	74785.71199
1199	74781.64203
1200	74777.68258
1201	74773.41771
1202	74769.65203
1203	74766.10019
1204	74762.30429
1205	74758.21638
1206	74754.17796
1207	74750.91296
1208	74746.79601
1209	74742.96948
1210	74738.76281
1211	74734.94855
1212	74731.00931
1213	74727.25418
1214	74723.54693
1215	74719.43098
1216	74715.88812
1217	74711.90275
1218	74708.07545
1219	74704.14825
1220	74700.39798
1221	74696.7542
1222	74693.12831
1223	74689.1961
1224	74685.28874
1225	74681.4335
1226	74677.36767
1227	74673.82298
1228	74669.80969
1229	74666.30227
1230	74662.35394
1231	74658.1721
1232	74654.25894
1233	74650.29135
1234	74646.2266
1235	74642.25409
1236	74638.09997
1237	74634.23706
1238	74630.65242
1239	74626.36332
1240	74622.34003
1241	74618.37349
1242	74614.50451
1243	74610.31642
1244	74606.52971
1245	74602.47895
1246	74598.50863
1247	74594.46404
1248	74590.57416
1249	74586.41003
1250	74583.02293
1251	74578.83011
1252	74575.01675
1253	74571.17341
1254	74567.33187
1255	74563.62303
1256	74559.51558
1257	74555.70137
1258	74551.22151
1259	74547.74384
1260	74544.24169
1261	74539.96174
1262	74536.02914
1263	74532.11989
1264	74527.99168
1265	74524.19558
1266	74520.25411
1267	74516.53353
1268	74512.39873
1269	74508.22995
1270	74504.33106
1271	74500.67
1272	74496.65617
1273	74492.90361
1274	74489.00365
1275	74484.9554
1276	74480.78191
1277	74476.945
1278	74472.89397
1279	74468.81075
1280	74464.47365
1281	74460.66153
1282	74457.13016
1283	74453.35652
1284	74449.12311
1285	74444.83661
1286	74441.0864
1287	74437.31503
1288	74433.1903
1289	74429.23848
1290	74425.53482
1291	74421.90526
1292	74417.88929
1293	74413.77421
1294	74410.03001
1295	74406.29521
1296	74402.42525
1297	74398.57769
1298	74394.71384
1299	74390.95818
1300	74387.18473
1301	74383.07989
1302	74379.18791
1303	74375.15058
1304	74370.88826
1305	74367.0768
1306	74363.56069
1307	74359.67624
1308	74355.9311
1309	74352.27675
1310	74348.19656
1311	74344.15038
1312	74340.58561
1313	74337.00957
1314	74332.96598
1315	74329.05188
1316	74325.19362
1317	74321.544
1318	74317.45807
1319	74313.62627
1320	74309.65059
1321	74305.56629
1322	74301.58659
1323	74297.61935
1324	74293.84866
1325	74289.7194
1326	74285.96804
1327	74281.92255
1328	74277.85955
1329	74273.71204
1330	74269.84239
1331	74265.96771
1332	74261.9499
1333	74258.30231
1334	74254.56198
1335	74250.94975
1336	74247.1491
1337	74243.18702
1338	74239.54135
1339	74235.69274
1340	74231.63819
1341	74227.61169
1342	74223.52272
1343	74219.38205
1344	74215.30798
1345	74211.51592
1346	74207.51313
1347	74203.20888
1348	74198.97373
1349	74194.69656
1350	74190.77772
1351	74186.96194
1352	74183.40784
1353	74179.75875
1354	74175.84925
1355	74172.10531
1356	74168.0777
1357	74164.59684
1358	74160.45548
1359	74156.64559
1360	74152.70464
1361	74148.52642
1362	74144.49699
1363	74140.73655
1364	74136.86391
1365	74132.9823
1366	74129.39472
1367	74125.65938
1368	74121.67684
1369	74117.94322
1370	74114.23713
1371	74110.82413
1372	74106.95149
1373	74103.1508
1374	74099.2568
1375	74095.26116
1376	74091.57382
1377	74087.85244
1378	74084.27589
1379	74080.23219
1380	74076.18614
1381	74072.49488
1382	74068.74752
1383	74064.63335
1384	74060.70761
1385	74057.09017
1386	74053.18045
1387	74049.51236
1388	74045.77151
1389	74041.84774
1390	74037.64441
1391	74033.58246
1392	74029.68674
1393	74025.46339
1394	74021.39846
1395	74017.71602
1396	74014.12034
1397	74010.25786
1398	74006.36006
1399	74002.26383
1400	73998.47348
1401	73994.15351
1402	73990.39117
1403	73986.78201
1404	73982.88105
1405	73979.1004
1406	73975.11971
1407	73971.53357
1408	73967.67141
1409	73963.72292
1410	73959.63712
1411	73956.38057
1412	73952.61512
1413	73948.68764
1414	73945.14133
1415	73941.18243
1416	73937.28683
1417	73933.29979
1418	73929.66159
1419	73925.97879
1420	73922.26221
1421	73918.71729
1422	73914.9809
1423	73911.49926
1424	73907.60942
1425	73903.62955
1426	73899.98371
1427	73895.95234
1428	73891.93315
1429	73887.96629
1430	73884.16131
1431	73880.09371
1432	73875.91372
1433	73871.70487
1434	73868.12827
1435	73864.11942
1436	73859.91757
1437	73855.96527
1438	73852.12502
1439	73848.36805
1440	73844.71463
1441	73841.0466
1442	73837.2261
1443	73833.4383
1444	73829.54383
1445	73825.85619
1446	73821.71746
1447	73818.28282
1448	73814.49299
1449	73810.51408
1450	73807.00933
1451	73802.79541
1452	73798.75352
1453	73794.80342
1454	73790.61868
1455	73786.75121
1456	73782.97528
1457	73779.1553
1458	73775.44898
1459	73771.49008
1460	73767.59569
1461	73763.81566
1462	73759.68367
1463	73755.71365
1464	73751.58098
1465	73747.71706
1466	73744.09199
1467	73740.33417
1468	73736.64043
1469	73733.21945
1470	73729.60062
1471	73726.08595
1472	73722.29764
1473	73718.54035
1474	73714.62693
1475	73710.48687
1476	73706.84968
1477	73703.14104
1478	73699.55497
1479	73695.73804
1480	73691.84489
1481	73687.85977
1482	73683.73925
1483	73679.69957
1484	73675.92335
1485	73671.95182
1486	73668.17488
1487	73664.10372
1488	73660.48563
1489	73656.63876
1490	73652.75474
1491	73649.15933
1492	73645.60541
1493	73641.51077
1494	73637.67953
1495	73634.40153
1496	73630.44278
1497	73626.33853
1498	73622.69578
1499	73618.8051
1500	73614.88398
1501	73611.07831
1502	73607.30825
1503	73603.54215
1504	73599.99779
1505	73596.22856
1506	73592.53911
1507	73588.94336
1508	73584.93523
1509	73580.97483
1510	73577.07696
1511	73573.11226
1512	73569.16497
1513	73565.45546
1514	73561.47585
1515	73558.05174
1516	73554.15645
1517	73550.20968
1518	73545.99376
1519	73542.2412
1520	73538.26805
1521	73534.17403
1522	73530.5835
1523	73527.23536
1524	73523.67792
1525	73519.48935
1526	73515.66357
1527	73512.202
1528	73507.95021
1529	73504.38839
1530	73500.82896
1531	73497.09561
1532	73493.37284
1533	73489.65796
1534	73485.89976
1535	73482.26218
1536	73478.12038
1537	73474.13687
1538	73470.52585
1539	73466.42561
1540	73462.70267
1541	73458.88077
1542	73455.19437
1543	73451.2451
1544	73447.61439
1545	73443.73705
1546	73440.21454
1547	73436.76229
1548	73433.10968
1549	73429.05718
1550	73425.07577
1551	73421.38991
1552	73418.25439
1553	73414.25552
1554	73410.3605
1555	73406.38683
1556	73402.76998
1557	73398.96468
1558	73395.45575
1559	73391.59802
1560	73388.10484
1561	73384.02361
1562	73380.33542
1563	73376.9836
1564	73373.13756
1565	73369.57847
1566	73365.77878
1567	73362.01182
1568	73358.28866
1569	73354.32285
1570	73350.35656
1571	73346.36492
1572	73342.66995
1573	73338.92209
1574	73335.24426
1575	73331.56192
1576	73327.78466
1577	73324.38281
1578	73320.67558
1579	73316.75554
1580	73313.12548
1581	73308.94985
1582	73305.23844
1583	73301.42713
1584	73297.47611
1585	73293.42056
1586	73289.55634
1587	73285.91843
1588	73282.16481
1589	73278.21571
1590	73274.34877
1591	73270.4193
1592	73266.54421
1593	73263.02436
1594	73259.10584
1595	73255.05287
1596	73251.53378
1597	73247.48618
1598	73243.86582
1599	73239.96005
1600	73236.11131
1601	73232.2291
1602	73228.32085
1603	73224.37335
1604	73220.83521
1605	73216.97796
1606	73213.17289
1607	73209.58853
1608	73206.0507
1609	73202.3492
1610	73198.43686
1611	73194.3595
1612	73190.91781
1613	73187.07504
1614	73183.61119
1615	73179.56559
1616	73175.81974
1617	73172.04957
1618	73168.49001
1619	73164.75435
1620	73160.59374
1621	73156.93916
1622	73153.54068
1623	73149.80529
1624	73146.3911
1625	73142.57833
1626	73139.21442
1627	73135.56709
1628	73131.80438
1629	73128.48291
1630	73124.58591
1631	73120.82445
1632	73117.02385
1633	73113.47117
1634	73109.8296
1635	73105.90633
1636	73101.93645
1637	73098.21515
1638	73094.48549
1639	73090.83122
1640	73086.97859
1641	73083.44147
1642	73079.76815
1643	73076.1953
1644	73072.40127
1645	73068.45855
1646	73064.81147
1647	73061.26501
1648	73057.4342
1649	73053.671
1650	73049.84427
1651	73046.13602
1652	73042.38046
1653	73038.87363
1654	73034.70414
1655	73031.08402
1656	73027.67303
1657	73023.65036
1658	73019.75773
1659	73015.72122
1660	73011.91625
1661	73007.6577
1662	73003.71612
1663	72999.64525
1664	72995.58275
1665	72991.37218
1666	72987.65829
1667	72983.80859
1668	72979.71187
