iter	RMSE
1669	72975.9355
1670	72972.14149
1671	72968.33065
1672	72964.34772
1673	72960.32531
1674	72956.50568
1675	72953.0185
1676	72949.37627
1677	72945.78565
1678	72942.36344
1679	72938.69206
1680	72934.96939
1681	72931.57485
1682	72927.61305
1683	72924.10305
1684	72920.04556
1685	72916.2496
1686	72912.45072
1687	72908.71182
1688	72905.08344
1689	72901.52507
1690	72898.08714
1691	72894.1258
1692	72890.27466
1693	72886.37705
1694	72883.14547
1695	72879.11511
1696	72875.20602
1697	72871.4288
1698	72867.39621
1699	72863.51998
1700	72860.0598
1701	72856.09813
1702	72852.23926
1703	72848.51312
1704	72845.14386
1705	72841.44241
1706	72837.86744
1707	72834.52114
1708	72830.79387
1709	72827.29249
1710	72823.41122
1711	72819.71668
1712	72815.93372
1713	72812.08917
1714	72808.39508
1715	72804.96275
1716	72801.54026
1717	72797.66993
1718	72793.62381
1719	72790.42907
1720	72786.64369
1721	72782.55902
1722	72778.97153
1723	72775.81911
1724	72771.79918
1725	72767.90796
1726	72763.75654
1727	72759.67808
1728	72756.09478
1729	72752.68931
1730	72749.22253
1731	72745.2824
1732	72741.27322
1733	72737.47967
1734	72733.87924
1735	72730.17159
1736	72726.51196
1737	72722.53823
1738	72718.53556
1739	72714.56342
1740	72710.95091
1741	72707.20091
1742	72703.37588
1743	72699.79547
1744	72696.01898
1745	72692.71042
1746	72688.96776
1747	72685.29612
1748	72681.8493
1749	72678.14561
1750	72674.42783
1751	72670.98538
1752	72667.20249
1753	72663.29964
1754	72659.57335
1755	72655.93777
1756	72652.62033
1757	72648.84388
1758	72645.32377
1759	72641.46839
1760	72637.81076
1761	72634.3697
1762	72630.49435
1763	72626.53349
1764	72623.00514
1765	72619.50435
1766	72615.76301
1767	72612.34202
1768	72608.70776
1769	72604.86058
1770	72601.06196
1771	72597.00982
1772	72593.52156
1773	72589.70272
1774	72585.88276
1775	72582.04531
1776	72578.60188
1777	72574.57918
1778	72571.04597
1779	72567.56327
1780	72564.02897
1781	72560.31548
1782	72556.93087
1783	72553.52479
1784	72549.76634
1785	72546.49724
1786	72542.70177
1787	72538.80081
1788	72535.44144
1789	72531.84565
1790	72527.97242
1791	72524.52019
1792	72520.82087
1793	72517.2422
1794	72513.8955
1795	72510.0051
1796	72506.4101
1797	72502.39614
1798	72498.67121
1799	72494.93777
1800	72491.37717
1801	72488.09029
1802	72484.4704
1803	72480.65334
1804	72477.41995
1805	72473.66777
1806	72469.76187
1807	72466.59268
1808	72462.80005
1809	72459.46884
1810	72456.04677
1811	72452.14936
1812	72448.41972
1813	72444.90813
1814	72441.12835
1815	72437.90167
1816	72434.13977
1817	72430.90943
1818	72427.37649
1819	72423.97121
1820	72420.1268
1821	72416.57856
1822	72413.13341
1823	72409.29802
1824	72405.70063
1825	72401.71085
1826	72397.75496
1827	72394.37532
1828	72390.63004
1829	72386.93742
1830	72382.887
1831	72379.41873
1832	72375.57422
1833	72371.64785
1834	72368.06921
1835	72364.51541
1836	72360.86065
1837	72357.22936
1838	72353.20582
1839	72349.30845
1840	72345.79584
1841	72341.86431
1842	72337.96593
1843	72334.38541
1844	72331.13996
1845	72327.57846
1846	72323.82849
1847	72320.25695
1848	72316.37151
1849	72312.78267
1850	72308.95245
1851	72305.33273
1852	72301.13521
1853	72297.53164
1854	72293.58813
1855	72289.92062
1856	72285.99877
1857	72282.11966
1858	72278.46276
1859	72274.7964
1860	72271.01311
1861	72266.99151
1862	72263.50425
1863	72259.64347
1864	72256.07577
1865	72252.04582
1866	72248.2077
1867	72244.38094
1868	72240.70986
1869	72236.98006
1870	72233.43703
1871	72229.69828
1872	72225.81915
1873	72222.38851
1874	72218.48012
1875	72214.80565
1876	72211.53559
1877	72208.10288
1878	72204.45885
1879	72200.56314
1880	72197.04403
1881	72193.32515
1882	72189.47416
1883	72185.65293
1884	72181.68111
1885	72178.07361
1886	72174.58469
1887	72170.96452
1888	72167.54343
1889	72163.59487
1890	72160.30277
1891	72156.73327
1892	72152.95369
1893	72149.3584
1894	72145.36994
1895	72141.30684
1896	72137.43049
1897	72133.9056
1898	72130.30118
1899	72126.1261
1900	72122.26065
1901	72118.63999
1902	72114.82058
1903	72110.85379
1904	72107.65484
1905	72104.06958
1906	72100.31736
1907	72097.24202
1908	72093.7882
1909	72090.20765
1910	72086.52825
1911	72082.74762
1912	72079.05264
1913	72075.49056
1914	72072.07738
1915	72068.40913
1916	72064.92808
1917	72061.3867
1918	72057.73608
1919	72054.69456
1920	72051.07189
1921	72047.25926
1922	72043.45519
1923	72039.59157
1924	72036.0123
1925	72032.21942
1926	72028.6706
1927	72024.88982
1928	72020.81912
1929	72017.5931
1930	72013.81366
1931	72010.11515
1932	72006.23691
1933	72002.49937
1934	71998.82063
1935	71995.02296
1936	71991.56528
1937	71987.862
1938	71984.2681
1939	71980.81314
1940	71977.31816
1941	71973.2083
1942	71969.35427
1943	71965.66132
1944	71961.6791
1945	71957.62893
1946	71954.04095
1947	71950.19616
1948	71946.57054
1949	71943.10725
1950	71939.52242
1951	71935.62549
1952	71931.77498
1953	71928.08414
1954	71924.27876
1955	71920.52712
1956	71916.59285
1957	71913.03346
1958	71909.23605
1959	71905.38672
1960	71901.72628
1961	71898.04921
1962	71894.34003
1963	71890.51698
1964	71886.79835
1965	71882.94309
1966	71879.17798
1967	71875.46293
1968	71871.63399
1969	71867.93506
1970	71864.27273
1971	71860.64913
1972	71856.80896
1973	71853.06273
1974	71849.38401
1975	71845.9204
1976	71841.94616
1977	71838.43895
1978	71834.63932
1979	71830.87807
1980	71827.37309
1981	71823.87129
1982	71819.9668
1983	71816.29229
1984	71812.58195
1985	71808.42529
1986	71804.92302
1987	71801.11132
1988	71797.42606
1989	71793.67368
1990	71790.07131
1991	71786.24356
1992	71782.61014
1993	71778.98288
1994	71775.10955
1995	71771.42499
1996	71767.76133
1997	71763.87418
1998	71760.52445
1999	71756.95719
2000	71753.43694
2001	71749.60916
2002	71746.16377
2003	71742.40396
2004	71738.68335
2005	71735.18297
2006	71731.26567
2007	71727.42
2008	71724.05485
2009	71720.62102
2010	71716.90002
2011	71713.20457
2012	71709.28139
2013	71705.27804
2014	71701.41766
2015	71697.65833
2016	71693.92601
2017	71690.2455
2018	71686.363
2019	71682.71659
2020	71678.88645
2021	71675.05492
2022	71671.29811
2023	71667.64629
2024	71663.86756
2025	71660.43493
2026	71657.14778
2027	71653.38972
2028	71649.74755
2029	71646.44528
2030	71642.71388
2031	71638.90997
2032	71635.16856
2033	71631.58615
2034	71627.78028
2035	71624.74986
2036	71621.49426
2037	71618.00543
2038	71614.82698
2039	71611.13952
2040	71607.6027
2041	71604.09362
2042	71600.37582
2043	71597.10596
2044	71593.4638
2045	71589.47819
2046	71585.66927
2047	71581.81032
2048	71578.26239
2049	71575.22766
2050	71571.68396
2051	71568.13328
2052	71564.60887
2053	71560.9524
2054	71557.88476
2055	71554.15899
2056	71550.4936
2057	71546.90491
2058	71543.34322
2059	71540.13273
2060	71536.46481
2061	71532.91602
2062	71529.34927
2063	71525.78522
2064	71522.14256
2065	71518.44436
2066	71514.75193
2067	71511.31089
2068	71507.88384
2069	71504.47691
2070	71501.21231
2071	71497.76252
2072	71494.26439
2073	71490.31283
2074	71486.34433
2075	71482.94654
2076	71479.19987
2077	71475.66445
2078	71472.11967
2079	71468.64464
2080	71464.88998
2081	71461.32188
2082	71457.81819
2083	71454.49993
2084	71450.90522
2085	71447.41582
2086	71443.84048
2087	71440.05423
2088	71436.1147
2089	71432.52068
2090	71428.9258
2091	71425.13551
2092	71421.62108
2093	71418.03667
2094	71414.41651
2095	71410.67723
2096	71406.85579
2097	71402.87547
2098	71399.23035
2099	71395.51776
2100	71391.80208
2101	71388.42502
2102	71385.13356
2103	71381.76877
2104	71378.37132
2105	71374.79958
2106	71371.28624
2107	71367.80595
2108	71363.86813
2109	71360.19774
2110	71356.2798
2111	71352.82052
2112	71349.07419
2113	71345.14445
2114	71341.59892
2115	71337.90184
2116	71334.65284
2117	71331.42246
2118	71327.55203
2119	71324.03517
2120	71320.17139
2121	71316.55708
2122	71312.96478
2123	71309.61524
2124	71306.05092
2125	71302.05833
2126	71298.11318
2127	71294.68444
2128	71290.99174
2129	71287.14826
2130	71283.38859
2131	71279.49339
2132	71275.59595
2133	71272.34427
2134	71268.63658
2135	71265.12959
2136	71261.36758
2137	71257.6862
2138	71254.47143
2139	71250.96268
2140	71247.36857
2141	71243.63629
2142	71240.18191
2143	71236.51621
2144	71232.93161
2145	71229.35386
2146	71225.67543
2147	71221.76341
2148	71218.15658
2149	71214.68692
2150	71211.07218
2151	71207.36151
2152	71203.92663
2153	71200.04192
2154	71196.46051
2155	71193.0725
2156	71189.50688
2157	71185.92407
2158	71182.68617
2159	71179.06927
2160	71175.40543
2161	71171.84849
2162	71168.29483
2163	71165.16251
2164	71161.77347
2165	71158.65205
2166	71155.09428
2167	71151.16618
2168	71147.53311
2169	71144.10508
2170	71140.34312
2171	71136.58278
2172	71132.95512
2173	71129.2978
2174	71125.84853
2175	71122.38742
2176	71118.38046
2177	71114.7298
2178	71111.14406
2179	71107.40867
2180	71103.77912
2181	71100.4697
2182	71097.04631
2183	71093.54123
2184	71089.74748
2185	71086.01428
2186	71082.39332
2187	71078.82623
2188	71074.99989
2189	71071.09956
2190	71067.42641
2191	71063.86094
2192	71060.22038
2193	71056.52364
2194	71052.86867
2195	71049.29766
2196	71045.76364
2197	71042.49528
2198	71038.95896
2199	71034.92519
2200	71031.14378
2201	71027.49042
2202	71023.79918
2203	71020.51262
2204	71016.90967
2205	71013.19661
2206	71009.63462
2207	71005.74609
2208	71001.94714
2209	70998.96638
2210	70995.49423
2211	70991.92371
2212	70988.16692
2213	70984.86507
2214	70981.07768
2215	70977.42566
2216	70973.96924
2217	70970.45618
2218	70967.02729
2219	70963.38473
2220	70959.74641
2221	70956.08587
2222	70952.62496
2223	70948.98933
2224	70945.46419
2225	70941.9911
2226	70938.00146
2227	70934.48987
2228	70931.299
2229	70927.68899
2230	70923.92437
2231	70920.48834
2232	70916.74848
2233	70912.9677
2234	70909.57645
2235	70906.36856
2236	70902.99913
2237	70899.29942
2238	70895.66519
2239	70892.27303
2240	70888.62226
2241	70884.92018
2242	70881.73833
2243	70878.55168
2244	70875.16646
2245	70871.75725
2246	70868.44839
2247	70864.79252
2248	70861.41433
2249	70858.16617
2250	70855.04278
2251	70851.44811
2252	70847.90136
2253	70844.50977
2254	70840.95969
2255	70837.34926
2256	70833.77863
2257	70830.35949
2258	70826.64572
2259	70822.9706
2260	70819.44223
2261	70815.82569
2262	70812.40422
2263	70808.91737
2264	70805.12303
2265	70801.50607
2266	70797.87207
2267	70794.17063
2268	70790.60042
2269	70787.00396
2270	70783.86628
2271	70780.04925
2272	70776.38408
2273	70772.60386
2274	70769.25545
2275	70765.73531
2276	70762.07423
2277	70758.35958
2278	70754.67728
2279	70751.26371
2280	70747.99543
2281	70743.77792
2282	70739.81022
2283	70736.44641
2284	70733.10184
2285	70729.81951
2286	70725.85646
2287	70722.14457
2288	70718.94307
2289	70715.51022
2290	70711.87621
2291	70707.93271
2292	70704.30277
2293	70700.89019
2294	70697.15683
2295	70693.37576
2296	70689.63916
2297	70685.93066
2298	70682.48061
2299	70679.29646
2300	70675.98358
2301	70672.4796
2302	70668.86157
2303	70665.4452
2304	70661.72579
2305	70658.19135
2306	70654.53617
2307	70651.25041
2308	70647.90821
2309	70644.60105
2310	70641.01418
2311	70637.04401
2312	70633.45778
2313	70629.6031
2314	70626.32764
2315	70623.16293
2316	70619.53825
2317	70616.03862
2318	70612.5978
2319	70608.85892
2320	70605.48885
2321	70602.3552
2322	70598.88927
2323	70595.67846
2324	70592.29793
2325	70588.7274
2326	70585.07884
2327	70581.47402
2328	70577.93004
2329	70574.45741
2330	70570.79546
2331	70567.01971
2332	70563.22511
2333	70559.72802
2334	70556.04004
2335	70552.64009
2336	70548.95302
2337	70545.38854
2338	70541.99805
2339	70538.54808
2340	70534.66394
2341	70531.12946
2342	70527.64193
2343	70524.14288
2344	70520.86488
2345	70517.45245
2346	70513.79224
2347	70509.96636
2348	70506.36038
2349	70502.70857
2350	70499.3256
2351	70495.61662
2352	70492.18039
2353	70488.40206
2354	70484.64502
2355	70480.99953
2356	70477.40956
2357	70473.96284
2358	70470.23227
2359	70466.83559
2360	70463.35462
2361	70459.68234
2362	70455.98211
2363	70452.42474
2364	70448.92904
2365	70445.43183
2366	70441.74781
2367	70438.10213
2368	70434.54261
2369	70430.78819
2370	70427.07914
2371	70423.85689
2372	70420.21791
2373	70416.73028
2374	70413.14946
2375	70409.78854
2376	70406.12839
2377	70402.39816
2378	70398.83675
2379	70395.40164
2380	70391.78107
2381	70388.40369
2382	70384.95645
2383	70381.44243
2384	70378.08916
2385	70374.44539
2386	70370.80938
2387	70367.19296
2388	70363.58266
2389	70359.93529
2390	70356.19356
2391	70352.57953
2392	70348.85365
2393	70345.44883
2394	70342.07882
2395	70338.40261
2396	70334.78085
2397	70330.89885
2398	70327.2908
2399	70323.4112
2400	70319.74473
2401	70316.26937
2402	70312.96059
2403	70309.1875
2404	70305.62801
2405	70302.39149
2406	70298.87152
2407	70295.26338
2408	70291.69255
2409	70288.3463
2410	70284.90036
2411	70281.43673
2412	70277.77972
2413	70274.05823
2414	70270.64065
2415	70267.14139
2416	70263.52457
2417	70260.13697
2418	70256.7894
2419	70253.25589
2420	70249.68881
2421	70246.28965
2422	70242.65379
2423	70238.9173
2424	70235.31486
2425	70231.84632
2426	70228.38124
2427	70224.79082
2428	70221.54415
2429	70217.78075
2430	70214.25896
2431	70210.71285
2432	70207.50754
2433	70204.09161
2434	70200.61905
2435	70197.039
2436	70193.49796
2437	70189.83981
2438	70186.29194
2439	70182.5199
2440	70178.90492
2441	70175.26075
2442	70172.02351
2443	70168.76768
2444	70165.27213
2445	70161.85578
2446	70158.09899
2447	70154.6017
2448	70151.29549
2449	70147.74654
2450	70144.35497
2451	70140.89051
2452	70137.44871
2453	70133.75219
2454	70130.10407
2455	70126.49533
2456	70123.31939
2457	70120.01484
2458	70116.37801
2459	70112.89727
2460	70109.39314
2461	70106.45867
2462	70103.37565
2463	70100.08821
2464	70096.44769
2465	70092.76833
2466	70089.01958
2467	70085.74669
2468	70082.22197
2469	70078.74611
2470	70075.47887
2471	70071.66528
2472	70068.06488
2473	70064.36602
2474	70060.95775
2475	70057.55857
2476	70053.95824
2477	70050.47801
2478	70046.83592
2479	70043.23415
2480	70039.58521
2481	70036.10968
2482	70032.52076
2483	70029.05778
2484	70025.357
2485	70021.87708
2486	70018.48451
2487	70015.00634
2488	70011.64452
2489	70008.52785
2490	70005.18305
2491	70001.51741
2492	69997.94835
2493	69994.45023
2494	69991.16438
2495	69987.89594
2496	69984.6678
2497	69981.00139
2498	69977.59059
2499	69973.7423
2500	69970.06852
2501	69966.67992
2502	69963.12984
2503	69959.65679
2504	69956.26454
2505	69952.73569
2506	69948.89588
2507	69945.23181
2508	69941.54354
2509	69937.98132
2510	69934.64483
2511	69930.97064
2512	69927.73343
2513	69924.12989
2514	69920.60046
2515	69917.25423
2516	69913.81035
2517	69910.31066
2518	69907.00336
2519	69903.19984
2520	69899.84374
2521	69896.06575
2522	69892.5696
2523	69889.15218
2524	69885.77838
2525	69882.30261
2526	69879.08839
2527	69875.41439
2528	69872.00038
2529	69868.44131
2530	69865.2414
2531	69861.52357
2532	69857.77522
2533	69854.41944
2534	69850.91387
2535	69847.03825
2536	69843.22149
2537	69839.60872
2538	69836.07023
2539	69833.03625
2540	69829.81549
2541	69826.33193
2542	69822.99788
2543	69819.6399
2544	69816.49783
2545	69813.15047
2546	69809.50456
2547	69806.12471
2548	69802.5974
2549	69799.06858
2550	69795.45106
2551	69792.25713
2552	69788.95913
2553	69785.58626
2554	69782.36097
2555	69778.49698
2556	69774.9175
2557	69771.15438
2558	69768.07667
2559	69764.44465
2560	69760.72966
2561	69757.4809
2562	69754.26595
2563	69751.02231
2564	69747.54202
2565	69744.20993
2566	69740.85892
2567	69737.10372
2568	69733.5233
2569	69730.04688
2570	69726.82546
2571	69723.43725
2572	69720.14056
2573	69716.55397
2574	69713.20509
2575	69709.79789
2576	69706.43905
2577	69702.95944
2578	69699.24228
2579	69695.87255
2580	69692.46663
2581	69689.28656
2582	69685.823
2583	69682.28307
2584	69678.63796
2585	69675.44859
2586	69671.91748
2587	69668.38274
2588	69665.50083
2589	69662.33984
2590	69658.88424
2591	69655.65217
2592	69652.21607
2593	69648.71982
2594	69645.05307
2595	69641.84512
2596	69638.31078
2597	69634.75983
2598	69631.02054
2599	69627.76632
2600	69624.62957
2601	69620.96236
2602	69617.5048
2603	69613.99374
2604	69610.51348
2605	69606.9177
2606	69603.34735
2607	69599.7925
2608	69596.28472
2609	69593.19097
2610	69589.73466
2611	69586.10866
2612	69582.89726
2613	69579.20242
2614	69575.4627
2615	69571.74846
2616	69568.31623
2617	69564.91069
2618	69561.53579
2619	69558.2469
2620	69554.72964
2621	69551.67408
2622	69548.48731
2623	69545.05134
2624	69541.81896
2625	69538.24836
2626	69534.64062
2627	69531.16955
2628	69527.58865
2629	69524.27641
2630	69521.22015
2631	69517.76416
2632	69514.18073
2633	69510.67525
2634	69507.1648
2635	69503.67342
2636	69500.49785
2637	69496.94773
2638	69493.38731
2639	69489.88383
2640	69486.20704
2641	69482.82859
2642	69479.34072
2643	69476.10684
2644	69472.54326
2645	69468.72818
2646	69465.20232
2647	69461.88011
2648	69458.40859
2649	69454.75334
2650	69451.69147
2651	69448.48612
2652	69444.7361
2653	69441.13205
2654	69437.4409
2655	69434.07183
2656	69430.73915
2657	69427.28936
2658	69423.901
2659	69420.2616
2660	69416.62253
2661	69413.4642
2662	69409.79307
2663	69406.15162
2664	69402.5207
2665	69399.19603
2666	69395.71064
2667	69392.1649
2668	69388.43001
2669	69384.8961
2670	69381.55282
2671	69378.1612
2672	69374.62497
2673	69371.04042
2674	69367.92778
2675	69364.29871
2676	69360.92128
2677	69357.66701
2678	69354.07091
2679	69350.76635
2680	69347.51893
2681	69343.99454
2682	69340.45536
2683	69336.99099
2684	69333.64209
2685	69330.39646
2686	69326.90792
2687	69323.34465
2688	69319.9448
2689	69316.71129
2690	69313.18537
2691	69309.80928
2692	69306.4246
2693	69302.89524
2694	69299.37188
2695	69295.84176
2696	69292.29207
2697	69288.78097
2698	69285.39915
2699	69281.86457
2700	69278.37428
2701	69275.14074
2702	69271.54518
2703	69268.13624
2704	69264.46497
2705	69260.92058
2706	69257.58108
2707	69254.15022
2708	69250.52576
2709	69247.53997
2710	69244.47304
2711	69241.43009
2712	69238.0721
2713	69235.07072
2714	69231.57855
2715	69228.23597
2716	69224.71827
2717	69221.6049
2718	69218.66788
2719	69215.13722
2720	69211.82541
2721	69208.27237
2722	69204.77139
2723	69201.54739
2724	69197.97865
2725	69194.47065
2726	69190.79571
2727	69187.37016
2728	69183.77033
2729	69180.28824
2730	69176.75383
2731	69173.18653
2732	69169.96291
2733	69166.49411
2734	69163.21617
2735	69159.33895
2736	69156.05216
2737	69152.43647
2738	69149.07883
2739	69145.84507
2740	69142.45669
2741	69139.14572
2742	69135.89237
2743	69132.65365
2744	69129.25335
2745	69126.09282
2746	69122.33361
2747	69119.2551
2748	69115.55197
2749	69112.15867
2750	69108.58915
2751	69105.12283
2752	69101.62642
2753	69098.27203
2754	69094.67945
2755	69091.21538
2756	69087.65849
2757	69084.33054
2758	69080.79844
2759	69077.66424
2760	69074.31013
2761	69071.04626
2762	69067.54978
2763	69064.28493
2764	69061.06877
2765	69057.81749
2766	69054.16234
2767	69051.16773
2768	69047.64496
2769	69044.35275
2770	69040.8242
2771	69037.58469
2772	69034.18491
2773	69030.8474
2774	69027.41681
2775	69023.98044
2776	69020.60336
2777	69017.29576
2778	69013.72352
2779	69010.43409
2780	69007.0199
2781	69003.6103
2782	69000.17314
2783	68997.06327
2784	68993.71618
2785	68990.27202
2786	68987.37802
2787	68984.08997
2788	68981.15836
2789	68977.59987
2790	68974.13373
2791	68970.76178
2792	68967.40773
2793	68963.90554
2794	68960.47349
2795	68957.49788
2796	68954.04903
2797	68950.73757
2798	68947.51067
2799	68944.30346
2800	68940.73622
2801	68937.69132
2802	68934.53218
2803	68931.45729
2804	68927.92246
2805	68924.87635
2806	68921.5607
2807	68918.23711
2808	68914.92119
2809	68911.38691
2810	68908.16519
2811	68904.99275
2812	68901.40491
2813	68897.938
2814	68894.67414
2815	68891.12728
2816	68887.52715
2817	68884.0231
2818	68880.57203
2819	68876.97151
2820	68873.54748
2821	68870.57329
2822	68867.23671
2823	68863.91036
2824	68860.64157
2825	68857.10008
2826	68853.9259
2827	68850.23914
2828	68847.28157
2829	68843.77556
2830	68840.35973
2831	68836.75611
2832	68833.24031
2833	68829.69898
2834	68826.21518
2835	68822.66547
2836	68819.41369
2837	68816.10349
2838	68812.95499
2839	68809.63609
2840	68806.15459
2841	68802.51501
2842	68799.05751
2843	68795.74097
2844	68792.56123
2845	68789.15981
2846	68785.86407
2847	68782.44155
2848	68779.21786
2849	68775.68916
2850	68772.43229
2851	68769.33944
2852	68766.1795
2853	68762.68021
2854	68759.22491
2855	68755.68592
2856	68752.57372
2857	68749.21249
2858	68745.96465
2859	68742.41172
2860	68739.05752
2861	68735.54895
2862	68732.10668
2863	68728.71246
2864	68725.49921
2865	68722.12366
2866	68718.56942
2867	68715.10752
2868	68712.02366
2869	68708.70382
2870	68705.45611
2871	68702.21746
2872	68698.87922
2873	68695.94664
2874	68692.60015
2875	68689.18619
2876	68685.74083
2877	68682.70496
2878	68679.25192
2879	68675.84906
2880	68672.1937
2881	68669.01602
2882	68665.50238
2883	68662.23619
2884	68658.96383
2885	68655.6698
2886	68652.45053
2887	68649.03244
2888	68645.71444
2889	68642.34541
2890	68638.93472
2891	68635.34951
2892	68631.92701
2893	68628.60243
2894	68625.25046
2895	68622.06794
2896	68618.77192
2897	68615.27668
2898	68612.04741
2899	68608.64403
2900	68605.70897
2901	68602.11054
2902	68598.81612
2903	68595.37594
2904	68592.26598
2905	68588.7018
2906	68585.60704
2907	68582.47582
2908	68579.43482
2909	68576.19944
2910	68573.12196
2911	68569.56951
2912	68566.10553
2913	68563.03827
2914	68559.61271
2915	68556.23129
2916	68552.89959
2917	68549.3409
2918	68545.77275
2919	68542.29227
2920	68539.06639
2921	68535.75859
2922	68532.26826
2923	68529.01395
2924	68525.68058
2925	68522.36273
2926	68518.88223
2927	68515.34039
2928	68512.20467
2929	68508.87351
2930	68505.72623
2931	68502.49555
2932	68499.3336
2933	68495.8101
2934	68492.67789
2935	68489.19766
2936	68486.14414
2937	68482.57328
2938	68479.22608
2939	68476.38402
2940	68472.88456
2941	68469.49769
2942	68465.94296
2943	68462.70753
2944	68459.62544
2945	68456.61961
2946	68453.49818
2947	68450.46132
2948	68447.5572
2949	68443.8903
2950	68440.58542
2951	68437.12225
2952	68433.91092
2953	68430.64313
2954	68427.43215
2955	68424.16822
2956	68420.64578
2957	68417.31717
2958	68414.17075
2959	68410.48926
2960	68407.33137
2961	68404.0051
2962	68400.73512
2963	68397.49644
2964	68394.16352
2965	68390.88601
2966	68387.49142
2967	68384.11843
2968	68380.5749
2969	68377.10875
2970	68373.7279
2971	68370.50649
2972	68366.9829
2973	68363.59773
2974	68360.48774
2975	68357.17114
2976	68353.83156
2977	68350.25286
2978	68347.02456
2979	68343.58248
2980	68340.22326
2981	68336.86384
2982	68333.27788
2983	68330.01438
2984	68326.39178
2985	68322.88729
2986	68319.91929
2987	68316.59056
2988	68313.28203
2989	68309.95899
2990	68306.52201
2991	68303.31154
2992	68299.84472
2993	68296.49912
2994	68293.21478
2995	68290.12316
2996	68286.90961
2997	68283.69396
2998	68280.51973
2999	68277.11666
3000	68274.19326
3001	68270.64858
3002	68267.6185
3003	68264.05052
3004	68260.79296
3005	68257.8634
3006	68254.67025
3007	68251.22771
3008	68247.91837
3009	68244.72537
3010	68241.38867
3011	68237.89364
3012	68234.49623
3013	68231.37073
3014	68228.00904
3015	68224.61034
3016	68221.3572
3017	68218.51905
3018	68215.50082
3019	68211.97168
3020	68208.51909
3021	68205.00379
3022	68201.61202
3023	68197.96621
3024	68194.78338
3025	68191.99605
3026	68188.62638
3027	68185.4189
3028	68182.05656
3029	68178.83774
3030	68175.4174
3031	68172.07922
3032	68168.4666
3033	68165.06168
3034	68161.68596
3035	68158.56414
3036	68155.59851
3037	68152.22754
3038	68149.33447
3039	68146.0132
3040	68142.71987
3041	68139.12501
3042	68135.95654
3043	68132.64315
3044	68129.44307
3045	68126.06602
3046	68122.63981
3047	68119.28653
3048	68116.01677
3049	68113.11808
3050	68109.76975
3051	68106.45824
3052	68102.79117
3053	68099.29925
3054	68096.37922
3055	68093.06515
3056	68089.61803
3057	68086.45055
3058	68083.23377
3059	68080.14496
3060	68076.73822
3061	68073.37827
3062	68070.01668
3063	68066.47722
3064	68063.18737
3065	68060.01064
3066	68056.63688
3067	68053.70915
3068	68050.71732
3069	68047.25822
3070	68043.70751
3071	68040.61191
3072	68037.47143
3073	68034.19097
3074	68030.9538
3075	68027.67674
3076	68024.6899
3077	68021.54072
3078	68018.18914
3079	68015.28114
3080	68012.1053
3081	68008.76251
3082	68005.43879
3083	68002.08206
3084	67998.51881
3085	67995.43965
3086	67992.15081
3087	67989.24984
3088	67985.9102
3089	67982.21944
3090	67978.70592
3091	67975.20744
3092	67971.90535
3093	67968.48154
3094	67965.2435
3095	67962.13315
3096	67958.58514
3097	67955.35788
3098	67952.38919
3099	67949.1903
3100	67945.74915
3101	67942.48265
3102	67939.16747
3103	67935.89672
3104	67932.53583
3105	67929.6287
3106	67926.26592
3107	67923.03023
3108	67920.00579
3109	67916.88147
3110	67913.58219
3111	67910.31885
3112	67907.01659
3113	67903.72754
3114	67900.64592
3115	67897.64433
3116	67894.35331
3117	67891.14226
3118	67887.67011
3119	67884.49237
3120	67881.08026
3121	67877.93607
3122	67874.89502
3123	67871.41859
3124	67868.15029
3125	67864.88316
3126	67861.47192
3127	67858.11382
3128	67855.34905
3129	67852.10397
3130	67848.93148
3131	67845.58102
3132	67842.15765
3133	67838.90302
3134	67835.80059
3135	67832.66505
3136	67829.42888
3137	67826.34331
3138	67823.27642
3139	67820.04042
3140	67816.30585
3141	67813.17309
3142	67810.0894
3143	67806.57464
3144	67803.45336
3145	67800.11374
3146	67797.27173
3147	67793.94069
3148	67790.86669
3149	67787.61043
3150	67784.22094
3151	67781.02916
3152	67777.80036
3153	67774.48688
3154	67770.92462
3155	67767.73861
3156	67764.61141
3157	67761.17753
3158	67758.23719
3159	67755.01748
3160	67752.02039
3161	67748.86747
3162	67745.99489
3163	67742.76522
3164	67739.2765
3165	67736.15441
3166	67732.92621
3167	67729.66603
3168	67726.69466
3169	67723.7322
3170	67720.32726
3171	67717.23194
3172	67714.01404
3173	67710.93357
3174	67707.57625
3175	67704.22931
3176	67700.85285
3177	67697.52621
3178	67694.10974
3179	67690.69001
3180	67687.648
3181	67684.51941
3182	67681.51879
3183	67678.31955
3184	67675.33748
3185	67672.00872
3186	67668.46112
3187	67665.1671
3188	67662.05568
3189	67658.873
3190	67655.59355
3191	67652.26566
3192	67649.4132
3193	67646.38896
3194	67643.52521
3195	67640.16839
3196	67637.31221
3197	67633.85188
3198	67630.59243
3199	67627.3577
3200	67624.30032
3201	67620.96502
3202	67617.55279
3203	67614.24745
3204	67610.88418
3205	67607.37876
3206	67604.00525
3207	67601.25928
3208	67598.36355
3209	67595.05917
3210	67592.00789
3211	67588.73903
3212	67585.73634
3213	67582.39916
3214	67578.94094
3215	67576.09001
3216	67572.72204
3217	67569.38397
3218	67566.01255
3219	67562.59122
3220	67559.19348
3221	67556.01852
3222	67552.84954
3223	67549.44858
3224	67545.93784
